原文(有{0}),翻譯
"{0}% increased Mana Cost of Skills when on [LowLife|Low Life]","[LowLife|貧血狀態]時，技能的魔力消耗增加 {0}%"
"{0}% reduced Mana Cost of Skills when on [LowLife|Low Life]","[LowLife|貧血狀態]時，技能的魔力消耗減少 {0}%"
"Skills Cost {0} [EnergyShield|Energy Shield]","技能消耗 {0} [EnergyShield|能量護盾]"
"Your [Attack|Attacks] do not cost Mana",你的[Attack|攻擊]不會消耗魔力
"{0}% increased [StunRecovery|Stun Recovery] per [Charges|Frenzy Charge]","每有一顆[Charges|狂怒球]，[StunRecovery|暈眩恢復]便增加 {0}%"
"{0}% reduced [StunRecovery|Stun Recovery] per [Charges|Frenzy Charge]","每有一顆[Charges|狂怒球]，[StunRecovery|暈眩恢復]便減少 {0}%"
"{0}% reduced Enemy Chance to Block Sword [Attack|Attacks]","減少 {0}% 敵人劍類攻擊格擋率"
"{0}% reduced Enemy Chance to Block Bow [Attack|Attacks]","減少 {0}% 敵人弓類攻擊格擋率"
"Quality does not increase Damage",品質不會增加傷害
"Cannot Evade Enemy [Attack|Attacks]",無法閃避敵人的[Attack|攻擊]
"[Gain] {0}% of Damage as Extra [Physical] Damage","[Gain|獲得]相當於傷害 {0}% 的額外[Physical|物理]傷害"
"[Gain] {0}% of Damage as Extra [Chaos] Damage","[Gain|獲得]相當於傷害 {0}% 的額外[Chaos|混沌]傷害"
"[Gain] {0}% of [Physical] Damage as Extra [Fire] Damage","[Gain|獲得]相當於 {0}% [Physical|物理]傷害的額外[Fire|火焰]傷害"
"[Gain] {0}% of [Physical] Damage as Extra [Cold] Damage","[Gain|獲得]相當於 {0}% [Physical|物理]傷害的額外[Cold|冰冷]傷害"
"[Gain] {0}% of [Physical] Damage as Extra [Lightning] Damage","[Gain|獲得]相當於 {0}% [Physical|物理]傷害的額外[Lightning|閃電]傷害"
"[Gain] {0}% of [Physical|Physical] Damage as extra [Chaos|Chaos] Damage","[Gain|獲得]相當於 {0}% [Physical|物理]傷害的額外[Chaos|混沌]傷害"
"[Gain] {0}% of Lightning Damage as Extra Fire Damage","[Gain|獲得]相當於 {0}% 閃電傷害的額外火焰傷害"
"[Gain] {0}% of [Lightning] Damage as Extra [Cold] Damage","[Gain|獲得]相當於 {0}% [Lightning|閃電]傷害的額外[Cold|冰冷]傷害"
"[Gain] {0}% of Lightning Damage as Extra Chaos Damage","附加 {0}% 閃電傷害的混沌傷害"
"[Gain] {0}% of Cold Damage as Extra Fire Damage","[Gain|獲得]相當於 {0}% 冰冷傷害的額外火焰傷害"
"[Gain] {0}% of Cold Damage as Extra Chaos Damage","附加 {0}% 冰冷傷害的混沌傷害"
"[Gain] {0}% of Fire Damage as Extra Chaos Damage","附加 {0}% 火焰傷害的混沌傷害"
"[Gain] {0}% of Elemental Damage as Extra Chaos Damage","[Gain|獲得]相當於 {0}% 元素傷害的額外混沌傷害"
"[Gain] {0}% of Non-Chaos Damage as Extra Chaos Damage","[Gain|獲得]相當於非混沌傷害 {0}% 的額外混沌傷害"
"[LifeLoss|Lose] {0}% of Life per second","每秒失去 {0}% 生命"
"Regenerate {0}% of Life per second while on [LowLife|Low Life]","貧血時每秒回復 {0}% 生命"
"Knocks Back Enemies if you get a [Critical|Critical Hit]",若你造成[Critical|暴擊]則擊退敵人
"Knocks Back Enemies if you get a [Critical|Critical Hit] with a Bow",若你用弓造成[Critical|暴擊]則擊退敵人
"[Knockback|Knocks Back] Enemies if you get a [Critical|Critical Hit] with a [Quarterstaff|Quarterstaff]",以[Quarterstaff|細杖]造成[Critical|暴擊]時，[Knockback|擊退]敵人
"Knocks Back Enemies if you get a [Critical|Critical Hit] with a Wand",若你用法杖造成[Critical|暴擊]則擊退敵人
"{0}% of [Physical|Physical] Damage [Conversion|Converted] to [Fire|Fire] Damage","將 {0}% 的[Physical|物理]傷害[Conversion|轉換]為[Fire|火焰]傷害"
"Minions convert {0}% of [Physical|Physical] Damage to [Fire|Fire] Damage","召喚物會將 {0}% 的[Physical|物理]傷害轉換為[Fire|火焰]傷害"
"{0}% of [Physical] Damage [Conversion|Converted] to [Cold] Damage","將 {0}% 的[Physical|物理]傷害[Conversion|轉換]為[Cold|冰冷]傷害"
"{0}% of [Physical] Damage [Conversion|Converted] to [Lightning] Damage","將 {0}% 的[Physical|物理]傷害[Conversion|轉換]為[Lightning|閃電]傷害"
"{0}% of [Physical] Damage [Conversion|Converted] to a random [ElementalDamage|Element]","將 {0}% 的[Physical|物理]傷害[Conversion|轉換]為隨機[ElementalDamage|元素]"
"{0}% of [Physical] Damage [Conversion|Converted] to [Chaos] Damage","將 {0}% 的[Physical|物理]傷害[Conversion|轉換]為[Chaos|混沌]傷害"
"[Minion|Minions] convert {0}% of [Physical|Physical] Damage to [Chaos|Chaos] Damage","[Minion|召喚物]會將 {0}% 的[Physical|物理]傷害轉換為[Chaos|混沌]傷害"
"{0}% of [Lightning] Damage [Conversion|Converted] to [Cold] Damage","將 {0}% 的[Lightning|閃電]傷害[Conversion|轉換]為[Cold|冰冷]傷害"
"{0}% of [Cold] Damage [Conversion|Converted] to [Fire] Damage","將 {0}% 的[Cold|冰冷]傷害[Conversion|轉換]為[Fire|火焰]傷害"
"{0}% of [Cold] Damage [Conversion|Converted] to [Lightning] Damage","將 {0}% 的[Cold|冰冷]傷害[Conversion|轉換]為[Lightning|閃電]傷害"
"{0}% increased [EnergyShield|Energy Shield] from Equipped Shield","已裝備盾牌的[EnergyShield|能量護盾]增加 {0}%"
"{0}% reduced [EnergyShield|Energy Shield] from Equipped Shield","已裝備盾牌的[EnergyShield|能量護盾]減少 {0}%"
"[Minion|Minions] deal {0}% increased Damage","[Minion|召喚物]造成的傷害增加 {0}%"
"[Minion|Minions] deal {0}% reduced Damage","[Minion|召喚物]造成的傷害減少 {0}%"
"Minions deal {0}% increased Damage if you've used a Minion Skill [Recently]","若你[Recently|近期]使用過一個召喚物技能，召喚物造成的傷害增加 {0}%"
"Minions deal {0}% reduced Damage if you've used a Minion Skill [Recently]","若你[Recently|近期]使用過一個召喚物技能，召喚物造成的傷害減少 {0}%"
"Minions deal {0}% increased Damage per 5 [Dexterity]","每 10 點敏捷增加 {0}% 召喚物所造成的傷害"
"Minions deal {0}% reduced Damage per 5 [Dexterity]","每 10 點敏捷減少 {0}% 召喚物所造成的傷害"
"{0}% increased Mana Regeneration Rate per [Charges|Power Charge]","每有一個[Charges|暴擊球]，魔力回復率增加 {0}%"
"{0}% reduced Mana Regeneration Rate per [Charges|Power Charge]","每有一個[Charges|暴擊球]，魔力回復率減少 {0}%"
"{0}% increased [ElementalDamage|Elemental Damage]","[ElementalDamage|元素傷害]增加 {0}%"
"{0}% reduced [ElementalDamage|Elemental Damage]","[ElementalDamage|元素傷害]減少 {0}%"
"{0}% increased [Melee] Fire Damage","[Melee|近戰]火焰傷害增加 {0}%"
"{0}% reduced [Melee] Fire Damage","[Melee|近戰]火焰傷害減少 {0}%"
"{0}% increased [Melee] Cold Damage","[Melee|近戰]冰冷傷害增加 {0}%"
"{0}% reduced [Melee] Cold Damage","[Melee|近戰]冰冷傷害減少 {0}%"
"{0}% increased [Melee] Physical Damage while holding a Shield","持盾時，[Melee|近戰]物理傷害增加 {0}%"
"{0}% reduced [Melee] Physical Damage while holding a Shield","持盾時，[Melee|近戰]物理傷害減少 {0}%"
"{0}% increased [Melee] Fire Damage while holding a Shield","持盾時，[Melee|近戰]火焰傷害增加 {0}%"
"{0}% reduced [Melee] Fire Damage while holding a Shield","持盾時，[Melee|近戰]火焰傷害減少 {0}%"
"{0}% increased [Melee] Cold Damage while holding a Shield","持盾時，[Melee|近戰]冰冷傷害增加 {0}%"
"{0}% reduced [Melee] Cold Damage while holding a Shield","持盾時，[Melee|近戰]冰冷傷害減少 {0}%"
"{0}% to maximum [Block] chance","{0}% 至最大[Block|格擋]機率"
"{0}% to maximum Chance to Block Spell Damage per {1} [Strength]","每 {1} 點力量 {0}% 最大法術傷害格擋率"
"{0}% increased [Evasion] from Equipped Shield","已裝備盾牌的[Evasion|閃避]增加 {0}%"
"{0}% reduced [Evasion] from Equipped Shield","已裝備盾牌的[Evasion|閃避]減少 {0}%"
"{0}% increased [Armour] from Equipped Shield","已裝備盾牌的[Armour|護甲值]增加 {0}%"
"{0}% reduced [Armour] from Equipped Shield","已裝備盾牌的[Armour|護甲值]減少 {0}%"
"{0}% increased [Defences] from Equipped [Shield]","已裝備[Shield|盾牌]的[Defences|防禦]增加 {0}%"
"{0}% reduced [Defences] from Equipped [Shield]","已裝備[Shield|盾牌]的[Defences|防禦]減少 {0}%"
"{0}% increased [Projectile] Damage","[Projectile|投射物]傷害增加 {0}%"
"{0}% reduced [Projectile] Damage","[Projectile|投射物]傷害減少 {0}%"
"{0}% increased Projectile [Attack] Damage","投射物[Attack|攻擊]傷害增加 {0}%"
"{0}% reduced Projectile [Attack] Damage","投射物[Attack|攻擊]傷害減少 {0}%"
"{0} to [Accuracy] Rating with [Dagger|Daggers]","{0} [Dagger|匕首][Accuracy|命中]值"
"{0} to [Accuracy] Rating with [Spear|Spears]","{0} [Spear|長鋒][Accuracy|命中]值"
"{0}% increased Duration per {1} [Strength]","每 {1} 點[Strength|力量]，持續時間增加 {0}%"
"Gain no inherent bonuses from [Dexterity]",不會獲得敏捷的固有加成
"Gain no inherent bonuses from [Intelligence]",不會獲得智慧的固有加成
"Gain no inherent bonuses from [Strength]",不會獲得力量的固有加成
"[Strength] provides no bonus to Maximum Life",力量不再提供最大生命加成
"[Intelligence] provides no inherent bonus to Maximum Mana",智慧不提供最大魔力的加成
"{0} Accuracy Rating per {1} [Intelligence]","每 {1} 點[Intelligence|智慧]，{0} 命中值"
"{0} Life per {1} [Dexterity]","每 {1} 點[Dexterity|敏捷]，{0} 生命"
"{0} Mana per {1} [Strength]","每 {1} 點[Strength|力量]，{0} 魔力"
"{0} to Maximum Life per {1} [Intelligence]","每 {1} 點[Intelligence|智慧]，{0} 最大生命"
"{0}% increased [Accuracy|Accuracy] Rating","[Accuracy|命中]值增加 {0}%"
"{0}% reduced [Accuracy|Accuracy] Rating","[Accuracy|命中]值減少 {0}%"
"Hits that Stun Enemies have [CullingStrike|Culling Strike]",會暈眩敵人的擊中具有[CullingStrike|撲殺]效果
"Always Hits",必定擊中
"{0}% increased [Attack] and Cast Speed per Frenzy Charge","每有一個狂怒球增加 {0}% [Attack|攻擊]和施放速度"
"{0}% reduced [Attack] and Cast Speed per Frenzy Charge","每有一個狂怒球減少 {0}% [Attack|攻擊]和施放速度"
"{0}% increased [Accuracy] Rating per [Charges|Frenzy Charge]","每有一個[Charges|狂怒球]增加 {0}% [Accuracy|命中]值"
"{0}% reduced [Accuracy] Rating per [Charges|Frenzy Charge]","每有一個[Charges|狂怒球]減少 {0}% [Accuracy|命中]值"
"While at maximum [Charges|Frenzy Charges], [Attack|Attacks] [Poison] Enemies",最大[Charges|狂怒球]狀態下，[Attack|攻擊]會使敵人[Poison|中毒]
"[Attack|Attacks] have {0}% chance to [Poison] while at maximum [Charges|Frenzy Charges]","最大[Charges|狂怒球]狀態下，[Attack|攻擊]有 {0}% 機率使敵人[Poison|中毒]"
"[Attack|Attacks] always [Poison] while at maximum [Charges|Frenzy Charges]",最大[Charges|狂怒球]狀態下，[Attack|攻擊]必定會造成[Poison|中毒]
"{0}% Global [CriticalDamageBonus|Critical Damage Bonus] while you have a Frenzy Charge","當你有一個狂怒球時，{0}% 全域[CriticalDamageBonus|暴擊傷害加成]"
"{0}% Global [CriticalDamageBonus|Critical Damage Bonus] while you have no Frenzy Charges","當你沒有狂怒球時，{0}% 全域[CriticalDamageBonus|暴擊傷害加成]"
"{0}% increased Life Recovery from [Flask|Flasks]","[Flask|藥劑]的生命恢復增加 {0}%"
"{0}% reduced Life Recovery from [Flask|Flasks]","[Flask|藥劑]的生命恢復減少 {0}%"
"{0}% increased Mana Recovery from [Flask|Flasks]","[Flask|藥劑]的魔力恢復增加 {0}%"
"{0}% reduced Mana Recovery from [Flask|Flasks]","[Flask|藥劑]的魔力恢復減少 {0}%"
"{0}% increased [Flask] Recovery rate","[Flask|藥劑]恢復率增加 {0}%"
"[Flask|Flasks] gain a Charge when you take a [Critical|Critical Hit]","當你承受[Critical|暴擊]時，[Flask|藥劑]獲得 1 個充能"
"[Flask|Flasks] gain {0} Charges when you take a [Critical|Critical Hit]","當你承受[Critical|暴擊]時，[Flask|藥劑]獲得 {0} 個充能"
"{0}% chance for [Flask|Flasks] to gain a Charge when you take a [Critical|Critical Hit]","當你承受[Critical|暴擊]時，[Flask|藥劑]有 {0}% 機率獲得 1 個充能"
"{0}% chance for [Flask|Flasks] to gain {1} Charges when you take a [Critical|Critical Hit]","當你承受[Critical|暴擊]時，[Flask|藥劑]有 {0}% 機率恢復 {1} 個充能"
"{0} to {1} Added Physical Damage with Axe [Attack|Attacks]","斧[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Bow [Attack|Attacks]","弓[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Claw [Attack|Attacks]","爪[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Dagger [Attack|Attacks]","匕首[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Mace or Sceptre [Attack|Attacks]","錘或權杖[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Staff [Attack|Attacks]","長杖[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Sword [Attack|Attacks]","劍[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Wand [Attack|Attacks]","法杖[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with Unarmed [Attack|Attacks]","空手[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Physical Damage with [Attack|Attacks] while holding a Shield","持盾時的[Attack|攻擊]附加 {0} 至 {1} 物理傷害"
"{0} to {1} Added Fire Damage with Axe [Attack|Attacks]","斧[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Bow [Attack|Attacks]","弓[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Claw [Attack|Attacks]","爪[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Dagger [Attack|Attacks]","匕首[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Mace or Sceptre [Attack|Attacks]","錘或權杖[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Staff [Attack|Attacks]","長杖[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Sword [Attack|Attacks]","劍[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added Fire Damage with Wand [Attack|Attacks]","法杖[Attack|攻擊]附加 {0} 至 {1} 火焰傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Axe|Axe] [Attack|Attacks]","[Axe|斧][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Bow|Bow] [Attack|Attacks]","[Bow|弓][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Claw|Claw] [Attack|Attacks]","[Claw|爪][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Dagger|Dagger] [Attack|Attacks]","[Dagger|匕首][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Mace|Mace] [Attack|Attacks]","[Mace|錘][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Quarterstaff|Quarterstaff] [Attack|Attacks]","[Quarterstaff|細杖][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added [Cold|Cold] Damage with [Sword|Sword] [Attack|Attacks]","[Sword|劍][Attack|攻擊]附加 {0} 至 {1} [Cold|冰冷]傷害"
"{0} to {1} Added Cold Damage with Wand [Attack|Attacks]","法杖[Attack|攻擊]附加 {0} 至 {1} 冰冷傷害"
"{0} to {1} Added Lightning Damage with Axe [Attack|Attacks]","斧[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Bow [Attack|Attacks]","弓[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Claw [Attack|Attacks]","爪[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Dagger [Attack|Attacks]","匕首[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Mace or Sceptre [Attack|Attacks]","錘或權杖[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Staff [Attack|Attacks]","長杖[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Sword [Attack|Attacks]","劍[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Lightning Damage with Wand [Attack|Attacks]","法杖[Attack|攻擊]附加 {0} 至 {1} 閃電傷害"
"{0} to {1} Added Chaos Damage with Bow [Attack|Attacks]","弓[Attack|攻擊]附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Chaos Damage with Claw [Attack|Attacks]","爪[Attack|攻擊]附加 {0} 至 {1} 混沌傷害"
"{0} to {1} Added Chaos Damage with Dagger [Attack|Attacks]","匕首[Attack|攻擊]附加 {0} 至 {1} 混沌傷害"
"Adds %{0}% to %{1}% Cold Damage to Spear [Attack|Attacks]","長鋒[Attack|攻擊]附加 %{0}% 至 %{1}% 冰冷傷害"
"Adds %{0}% to %{1}% Fire Damage to Spear [Attack|Attacks]","長鋒[Attack|攻擊]附加 %{0}% 至 %{1}% 火焰傷害"
"Adds %{0}% to %{1}% Lightning Damage to Spear [Attack|Attacks]","長鋒[Attack|攻擊]附加 %{0}% 至 %{1}% 閃電傷害"
"Adds %{0}% to %{1}% Physical Damage to Spear [Attack|Attacks]","長鋒[Attack|攻擊]附加 %{0}% 至 %{1}% 物理傷害"
"{0}% increased [Charges|Endurance Charge] Duration","[Charges|耐力球]持續時間增加 {0}%"
"{0}% reduced [Charges|Endurance Charge] Duration","[Charges|耐力球]持續時間減少 {0}%"
"{0}% increased [Charges|Frenzy Charge] Duration","[Charges|狂怒球]持續時間增加 {0}%"
"{0}% reduced [Charges|Frenzy Charge] Duration","[Charges|狂怒球]持續時間減少 {0}%"
"{0}% increased [Spell|Spell] Damage per [Charges|Power Charge]","每有一個[Charges|暴擊球]，[Spell|法術]傷害增加 {0}%"
"{0}% increased Wand Damage per [Charges|Power Charge]","每有一個[Charges|暴擊球]，法杖傷害增加 {0}%"
"{0}% increased [Charges|Power Charge] Duration","[Charges|暴擊球]持續時間增加 {0}%"
"{0}% reduced [Charges|Power Charge] Duration","[Charges|暴擊球]持續時間減少 {0}%"
