"Life Regen",生命回复
"Plague Bearer Grants {0} reduced Chaos Damage taken while Incubating","瘟疫使徒在孕育时，使承受的混沌伤害降低 {0}"
"Plague Bearer Grants {0} increased Movement Speed while Infecting","瘟疫使徒在传染时，使移动速度加快 {0}"
"Plague Bearer Grants {0} reduced Movement Speed while Infecting","瘟疫使徒在传染时，使移动速度减慢 {0}"
"{0} increased Damage with Poison per Frenzy Charge","每个狂怒球可使中毒伤害提高 {0}"
"{0} reduced Damage with Poison per Frenzy Charge","每个狂怒球可使中毒伤害降低 {0}"
"{0} increased Damage with Poison per Power Charge","每个暴击球可使中毒伤害提高 {0}"
"{0} reduced Damage with Poison per Power Charge","每个暴击球可使中毒伤害降低 {0}"
"{0} increased Damage with Poison inflicted on Bleeding Enemies","对流血敌人造成的中毒伤害提高 {0}"
"{0} reduced Damage with Poison inflicted on Bleeding Enemies","对流血敌人造成的中毒伤害降低 {0}"
"{0} increased Damage with Poison if you have at least {1} Dexterity","若你有至少 {1} 点敏捷，则中毒伤害提高 {0}"
"{0} reduced Damage with Poison if you have at least {1} Dexterity","若你有至少 {1} 点敏捷，中毒伤害降低 {0}"
"{0} to Damage over Time Multiplier for Poison per Frenzy Charge","每个狂怒球 {0} 中毒伤害持续时间加成"
"{0} to Damage over Time Multiplier for Poison you inflict on Bleeding Enemies","你对流血的敌人施加的【中毒】{0} 中毒持续伤害加成"
"Spell Skills have {0} to Damage over Time Multiplier for Poison","法术技能 {0} 中毒持续伤害加成"
"{0} increased Poison Duration for each Poison you have inflicted Recently","近期你每造成一层中毒效果，中毒持续时间便延长 {0}"
"{0} reduced Poison Duration for each Poison you have inflicted Recently","近期你每造成一层中毒效果，中毒持续时间便缩短 {0}"
"{0} increased Poison Duration per Power Charge","每个暴击球可使中毒持续时间延长 {0}"
"{0} reduced Poison Duration per Power Charge","每个暴击球可使中毒持续时间缩短 {0}"
"{0} increased Poison Duration if you have at least {1} Intelligence","若你有至少 {1} 点智慧，则中毒持续时间延长 {0}"
"{0} reduced Poison Duration if you have at least {1} Intelligence","若你有至少 {1} 点智慧，则中毒持续时间缩短 {0}"
"Poisons you inflict on non-Poisoned Enemies deal {0} increased Damage","你对非中毒敌人施加的【中毒】伤害提高 {0}"
"Poisons you inflict on non-Poisoned Enemies deal {0} reduced Damage","你对非中毒敌人施加的【中毒】伤害降低 {0}"
"Poisons on you expire {0} faster","你身上的中毒效果消失速度加快 {0}"
"Poisons on you expire {0} slower","你身上的中毒效果消失速度减慢 {0}"
"{0} chance to travel to Winding Pier instead while on a Ley Fishing Line","在假想的鱼线上时，有 {0} 的几率旅行至狂风码头"
"{0} to Damage over Time Multiplier for Poison while wielding a Claw or Dagger","持爪类或匕首时，{0} 中毒持续伤害加成"
"{0} more Power Charge Duration","暴击球总持续时间额外延长 {0}"
"{0} less Power Charge Duration","暴击球总持续时间额外缩短 {0}"
"{0} chance to gain a Power Charge on Kill while holding a Shield","持盾牌时击败敌人有 {0} 的几率获得暴击球"
"{0} chance to gain a Power Charge on Non-Critical Strike with a Claw or Dagger","爪类或匕首非暴击时，有 {0} 的几率获得一个暴击球"
"{0} chance to gain a Power Charge when you Block Spell Damage","格挡法术伤害时有 {0} 的几率获得暴击球"
"Precision has {0} less Mana Reservation","【精准】使总魔力保留额外降低 {0}"
"Precision has {0} increased Mana Reservation","【精准】的魔力保留提高 {0} "
"Precision has {0} reduced Mana Reservation","【精准】的魔力保留降低 {0}"
"{0} chance to prevent Projectiles Chaining to or from you","有 {0} 的几率避免投射物连锁到你"
"Pride has {0} increased Aura Effect","【尊严】的光环效果提高 {0}"
"Pride has {0} reduced Aura Effect","【尊严】的光环效果降低 {0}"
"{0} chance to deal Double Damage while using Pride","使用【尊严】时有 {0} 的几率造成双倍伤害"
"{0} chance to Impale Enemies on Hit with Attacks while using Pride","使用【尊严】时，攻击击中有 {0} 的几率穿刺敌人"
"Pride has {0} increased Mana Reservation","【尊严】的魔力保留提高 {0}"
"Pride has {0} reduced Mana Reservation","【尊严】的魔力保留降低 {0}"
"{0} increased Attack Physical Damage while using Pride","使用【尊严】时，攻击造成的物理伤害提高 {0}"
"{0} reduced Attack Physical Damage while using Pride","使用【尊严】时，攻击造成的物理伤害降低 {0}"
"{0} increased Projectile Attack Damage during any Flask Effect","药剂持续期间，投射物攻击伤害提高 {0}"
"{0} reduced Projectile Attack Damage during any Flask Effect","药剂持续期间，投射物攻击伤害降低 {0}"
"{0} increased Projectile Attack Damage with Claws or Daggers","爪类或匕首的投射物攻击伤害提高 {0}"
"{0} reduced Projectile Attack Damage with Claws or Daggers","爪类或匕首的投射物攻击伤害降低 {0}"
"Projectiles deal {0} increased Damage with Hits to targets at the start","投射物在飞行开始时击中目标的伤害提高 {0}，"
"of their movement, reducing to {0} as they travel farther","并随飞行距离逐渐衰减为 {0}"
"Projectiles deal {0} reduced Damage with Hits to targets at the start","投射物在飞行开始时击中目标的伤害降低 {0}，"
"of their movement, increasing to {0} as they travel farther","并随飞行距离逐渐增强为 {0}"
"Projectiles deal {0} increased Damage for each time they have Chained","每连锁 1 个敌人，投射物伤害便提高 {0}"
"Projectiles deal {0} increased Damage for each Enemy Pierced","每穿透 1 个敌人，投射物的伤害就提高 {0}"
"Projectiles deal {0} increased Damage for each remaining Chain","每根保留的锁链，都使投射物伤害提高 {0}"
"Projectiles deal {0} reduced Damage for each remaining Chain","每根保留的锁链，都使投射物伤害降低 {0}"
"Projectiles deal {0} increased Damage with Hits and Ailments to targets they Chain from","连锁产生的投射物对目标造成的击中和异常状态伤害提高 {0}"
"Projectiles deal {0} reduced Damage with Hits and Ailments to targets they Chain from","连锁产生的投射物对目标造成的击中和异常状态伤害降低 {0}"
"{0} increased Projectile Damage with Hits against Nearby Enemies","投射物击中周围敌人时，伤害提高 {0}"
"{0} reduced Projectile Damage with Hits against Nearby Enemies","投射物击中周围敌人时，伤害降低 {0}"
"Projectiles that have Chained gain {0} of Non-Chaos Damage as extra Chaos Damage","连锁的投射物将 {0} 非混沌伤害作为其额外混沌伤害"
"Projectiles gain {0} of Non-Chaos Damage as extra Chaos Damage per Chain","每连锁 1 次，投射物获得额外混沌伤害，其数值等同于非混沌伤害的 {0}"
"{0} chance for Projectiles to Return","投射物有 {0} 几率返回"
"Wave of Conviction's Exposure applies {0} Elemental Resistance","【定罪波】的特效会使元素抗性 {0}"
"Wave of Conviction deals {0} increased Damage","【定罪波】的伤害提高 {0}"
"Wave of Conviction deals {0} reduced Damage","【定罪波】的伤害降低 {0}"
"Wave of Conviction has {0} increased Duration","【定罪波】持续时间延长 {0}"
"Wave of Conviction has {0} reduced Duration","【定罪波】持续时间缩短 {0}"
"Purifying Flame also creates Consecrated Ground around you",净化烈焰也会在你周围产生奉献地面
"Puryfing Flame has {0} chance to also create Consecrated Ground around you","净化烈焰有 {0} 的几率也会在你周围产生奉献地面"
"Dash travels {0} increased distance","冲刺的移动距离提高 {0}"
"Dash travels {0} reduced distance","冲刺的移动距离缩短 {0}"
"Steelskin grants {0} additional Physical Damage Reduction","钢铁之肤会使玩家获得额外 {0} 物理伤害减免"
"{0} chance to gain {1} Rage when you Hit a Rare or Unique Enemy","击中稀有或传奇敌人时，有 {0} 的几率获得 {1} 点怒火"
"Inherent loss of Rage is {0} faster","怒火固有损耗加快 {0}"
"Inherent loss of Rage is {0} slower","怒火固有损耗减慢 {0}"
"Summoned Raging Spirits have {0} chance to refresh their Duration when they Hit a Unique Enemy","召唤的愤怒狂灵击中传奇敌人时有 {0} 的几率刷新持续时间"
"Nearby Enemies have {0} more Accuracy Rating while you have Phasing","【迷踪】状态下，周围敌人的总命中值额外提高 {0}"
"Nearby Enemies have {0} less Accuracy Rating while you have Phasing","【迷踪】状态下，周围敌人的总命中值额外降低 {0}"
"Rain of Arrows has {0} chance to fire an additional sequence of arrows","【箭雨】有 {0} 的几率额外发射一串箭矢"
"{0} increased Mana Cost of Raise Spectre","【召唤灵体】的魔力消耗提高 {0}"
"{0} reduced Mana Cost of Raise Spectre","【召唤灵体】的魔力消耗降低 {0}"
"Raised Zombies have {0} chance to Taunt Enemies on Hit","【复苏的魔卫】有 {0} 的几率在击中时【嘲讽】敌人"
"Raised Zombies Cover Enemies in Ash on Hit",复苏的魔卫击中施加灰烬缠身
"Raised Zombies have a {0} chance to Cover Enemies in Ash on Hit","复苏的魔卫有 {0} 的几率击中施加灰烬缠身"
"Raised Zombies take {0} of their Maximum Life per second as Fire Damage","复苏的魔卫每秒将它们最大生命的 {0} 视为火焰伤害"
"Raised Zombies have Avatar of Fire",复苏的魔卫具有火之化身
"{0} chance to Curse non-Cursed Enemies with a random Hex on Hit","击中有 {0} 的几率用一种随机魔蛊诅咒非诅咒敌人"
"{0} increased Rarity of Items Dropped by Slain Rare or Unique Enemies","击败稀有或传奇敌人后掉落物品的稀有度提高 {0} "
"{0} reduced Rarity of Items Dropped by Slain Rare or Unique Enemies","击败稀有或传奇敌人后掉落物品的稀有度降低 {0}"
"Brand Recall grants {0} increased Brand Attachment range to recalled Brands","【烙印召回】召回烙印的烙印附着范围扩大 {0}"
"Brand Recall grants {0} reduced Brand Attachment range to recalled Brands","【烙印召回】召回烙印的烙印附着范围降低 {0}"
"{0} chance to be inflicted with Bleeding when Hit by an Attack","被攻击击中时，有 {0} 的几率流血"
"{0} chance to Recover {1} of Mana when you use a Skill while affected by Clarity","受到【清晰】影响时，你使用技能时有 {0} 的几率回复 {1} 魔力"
"Recover {0} of Life when you gain Adrenaline","当你获得【肾上腺素】时回复 {0} 生命"
"Recover {0} of Life on Killing a Chilled Enemy","击败冰缓的敌人回复 {0} 生命"
"Recover {0} of Life when you Kill an Enemy while you have Rage","你具有怒火时，击败敌人回复 {0} 生命"
"Recover {0} of Mana when you Freeze an Enemy","你在冻结敌人时，回复 {0} 魔力"
"Recover {0} of Mana over {1} second when you use a Guard Skill","你使用防卫技能时，在 {1} 秒内回复 {0} 魔力"
"Recover {0} of Life per Poison affecting Enemies you Kill","你击败的敌人身上每层中毒效果，使你回复 {0} 生命"
"Damage Penetrates {0} Chaos Resistance","伤害穿透 {0} 混沌抗性"
"Damage Penetrates {0} Cold Resistance while affected by Hatred","受到【憎恨】影响时，伤害穿透 {0} 冰霜抗性"
"Damage Penetrates {0} Fire Resistance against Blinded Enemies","对致盲敌人的伤害穿透 {0} 火焰抗性"
"Damage Penetrates {0} Fire Resistance while affected by Anger ","受到【愤怒】影响时，伤害穿透 {0} 火焰抗性"
"Damage Penetrates {0} Lightning Resistance while affected by Wrath","受到【雷霆】影响时，伤害穿透 {0} 闪电抗性"
"{0} chance to Reflect Enemy Chills and Freezes","有 {0} 的几率反射敌人的冰缓和冰冻"
"You and your Minions take {0} increased Reflected Damage","你和你的召唤生物受到的反射伤害提高 {0}"
"You and your Minions take {0} reduced Reflected Damage","你和你的召唤生物受到的反射伤害降低 {0}"
"{0} increased Reflected Physical Damage taken while affected by Determination","受到【坚定】影响时，承受的反射物理伤害提高 {0}"
"{0} reduced Reflected Physical Damage taken while affected by Determination","受到【坚定】影响时，承受的反射物理伤害降低 {0}"
"Regenerate {0} of Energy Shield over {1} seconds when you Consume a corpse","每吞噬一个灵柩，便每 {1} 秒回复 {0} 能量护盾"
"Regenerate {0} of Mana over {1} seconds when you Consume a corpse","每吞噬一个灵柩，便每 {1} 秒回复 {0} 魔力"
