" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"{0}% increased Quantity of [ContainsExpedition|Expedition] [Logbook|Logbooks] dropped by [Runic] Monsters","룬 몬스터가 떨어뜨리는 탐험 일지의 수량 {0}% 증가"
"{0}% reduced Quantity of [ContainsExpedition|Expedition] [Logbook|Logbooks] dropped by [Runic] Monsters","룬 몬스터가 떨어뜨리는 탐험 일지의 수량 {0}% 감소"
"[Burning] Enemies you kill have a {0}% chance to Explode, dealing a tenth of their maximum Life as [Fire] Damage","플레이어가 처치한 화상 상태의 적이 {0}%의 확률로 폭발하여, 최대 생명력의 1/10을 화염 피해로 줌"
"Explosive Concoction uses {0}% increased [Flask] Charges","폭발성 혼합물의 플라스크 충전 사용 {0}% 증가"
"Explosive Concoction uses {0}% reduced [Flask] Charges","폭발성 혼합물의 플라스크 충전 사용 {0}% 감소"
"[Exposure] you inflict lowers the affected [Resistances|Resistance] by an additional {0}%","플레이어가 유발하는 노출이 영향을 받는 총 저항을 {0}% 추가로 낮춤"
"Your [Critical|Critical Hit] Chance is Lucky while Focused","집중하는 동안 치명타 확률에 행운 적용"
"Your [Critical|Critical Hit] Chance is Unlucky while Focused","집중하는 동안 치명타 확률에 불운 적용"
"Your [Critical|Critical Hit] Chance is Lucky while on [LowLife|Low Life]","[LowLife|낮은 생명력] 상태일 때 치명타 확률에 행운 적용"
"Your [Critical|Critical Hit] Chance is Unlucky while on [LowLife|Low Life]","[LowLife|낮은 생명력] 상태일 때 치명타 확률에 불운 적용"
"[Lightning] Damage with [Critical|Non-Critical Hits] is [Lucky]","비-치명타로 주는 번개 피해에 행운 적용"
"You take {0}% increased Extra Damage from [Critical|Critical Hits] while affected by Determination","결의의 영향을 받는 동안 치명타로 받는 추가 피해 {0}% 증가"
"You take {0}% reduced Extra Damage from [Critical|Critical Hits] while affected by Determination","결의의 영향을 받는 동안 치명타로 받는 추가 피해 {0}% 감소"
"You take {0}% increased Extra Damage from [Critical|Critical Hits] while you have no Power Charges","권능 충전이 없는 상태에서 치명타로 받는 추가 피해 {0}% 증가"
"You take {0}% reduced Extra Damage from [Critical|Critical Hits] while you have no Power Charges","권능 충전이 없는 상태에서 치명타로 받는 추가 피해 {0}% 감소"
"{0}% increased Eye of Winter [Projectile|Projectile] Speed","겨울의 눈 [Projectile|투사체] 속도 {0}% 증가"
"{0}% reduced Eye of Winter [Projectile|Projectile] Speed","겨울의 눈 [Projectile|투사체] 속도 {0}% 감소"
"Eye of Winter fires Shard [Projectile|Projectiles] with {0}% increased Frequency during flight","겨울의 눈이 비행하는 동안 발사하는 파편 [Projectile|투사체]의 빈도 {0}% 증가"
"Eye of Winter fires Shard [Projectile|Projectiles] with {0}% reduced Frequency during flight","겨울의 눈이 비행하는 동안 발사하는 파편 [Projectile|투사체]의 빈도 {0}% 감소"
"Final Repeat of [Spell|Spells] has {0}% increased Area of Effect","주문 마지막 반복의 효과 범위 {0}% 증가"
"Final Repeat of [Spell|Spells] has {0}% reduced Area of Effect","주문 마지막 반복의 효과 범위 {0}% 감소"
"{0}% increased Fire Damage if you have been Hit [Recently]","최근 4초 이내 피격당한 경우 화염 피해 {0}% 증가"
"{0}% reduced Fire Damage if you have been Hit [Recently]","최근 4초 이내 피격당한 경우 화염 피해 {0}% 감소"
"{0}% increased Fire Damage if you have used a Cold Skill [Recently]","최근 4초 이내 냉기 스킬을 사용한 경우 화염 피해 {0}% 증가"
"{0}% reduced Fire Damage if you have used a Cold Skill [Recently]","최근 4초 이내 냉기 스킬을 사용한 경우 화염 피해 {0}% 감소"
"{0}% increased Fire Damage per {1} [Strength]","힘 {1}당 화염 피해 {0}% 증가"
"{0}% reduced Fire Damage per {1} [Strength]","힘 {1}당 화염 피해 {0}% 감소"
"{0}% increased Fire Damage with Hits against Bleeding Enemies","출혈 중인 적에게 명중으로 주는 화염 피해 {0}% 증가"
"{0}% reduced Fire Damage with Hits against Bleeding Enemies","출혈 중인 적에게 명중으로 주는 화염 피해 {0}% 감소"
"{0}% increased [Fire] Damage while affected by [Herald] of Ash","재의 전령의 영향을 받는 동안 화염 피해 {0}% 증가"
"{0}% reduced [Fire] Damage while affected by [Herald] of Ash","재의 전령의 영향을 받는 동안 화염 피해 {0}% 감소"
"{0}% of [Fire] Damage taken [Recoup|Recouped] as Life","받은 화염 피해의 {0}%를 생명력으로 회생"
"Take {0} [Fire] Damage when you [Ignite] an Enemy","적 점화 시 {0} 화염 피해를 받음"
"{0}% increased Fire Damage with [Attack] Skills","공격 스킬의 화염 피해 {0}% 증가"
"{0}% reduced Fire Damage with [Attack] Skills","공격 스킬의 화염 피해 {0}% 감소"
"{0}% increased [Exposure|Fire Exposure] Effect","[Exposure|화염 노출] 효과 {0}% 증가"
"{0}% reduced [Exposure|Fire Exposure] Effect","[Exposure|화염 노출] 효과 {0}% 감소"
"Inflict Fire Exposure on Hit, lowering Total Fire Resistance by {0}%","명중 시 화염 노출을 유발하여, 총 화염 저항을 {0}% 낮춤"
"[Fire] [Exposure] you inflict lowers Total [Fire] [Resistances|Resistance] by an extra {0}%","플레이어가 유발하는 화염 노출이 총 화염 저항을 {0}% 추가로 낮춤"
"Damage Penetrates {0}% of Fire Resistance if you have Blocked [Recently]","최근 4초 이내 막아낸 경우 피해가 {0}%의 화염 저항 관통"
"[Fire|Fire] Resistance is unaffected by [Resistances|Area Penalties]","[Fire|화염] 저항이 [Resistances|지역 페널티]의 영향을 받지 않음"
"{0} to Level of all [Fire] Skills","모든 [Fire|화염] 스킬 레벨 {0}"
"{0}% more Cast Speed when targeting a Solar Orb","태양의 보주를 대상으로 할 경우 시전 속도 {0}% 증폭"
"{0}% less Cast Speed when targeting a Solar Orb","태양의 보주를 대상으로 할 경우 시전 속도 {0}% 감폭"
"[Flask] Charges gained are doubled","[Flask|플라스크] 충전량 2배"
"{0}% increased [Flask] Charges gained if you've dealt a [Critical|Critical Hit] [Recently]","최근 4초 이내 치명타 명중 시 플라스크 충전량 {0}% 증가"
"{0}% reduced [Flask] Charges gained if you've dealt a [Critical|Critical Hit] [Recently]","최근 4초 이내 치명타 명중 시 플라스크 충전량 {0}% 감소"
"{0}% more [Flask] Charges gained from Kills","처치로 얻는 플라스크 충전량 {0}% 증폭"
"{0}% less [Flask] Charges gained from Kills","처치로 얻는 플라스크 충전량 {0}% 감폭"
"Marked Enemy grants {0}% increased [Flask] Charges to you","징표가 찍힌 적이 부여하는 플라스크 충전량 {0}% 증가"
"Marked Enemy grants {0}% reduced [Flask] Charges to you","징표가 찍힌 적이 부여하는 플라스크 충전량 {0}% 감소"
"{0}% increased [Flask|Flask] Charges gained","[Flask|플라스크] 충전량 {0}% 증가"
"{0}% reduced [Flask|Flask] Charges gained","[Flask|플라스크] 충전량 {0}% 감소"
"{0}% increased Life and Mana Recovery from [Flask|Flasks] while you have an active [Charm|Charm]","[Charm|호신부]가 활성화되어 있는 동안 [Flask|플라스크]로 얻는 생명력과 마나 회복 {0}% 증가"
"{0}% reduced Life and Mana Recovery from [Flask|Flasks] while you have an active [Charm|Charm]","[Charm|호신부]가 활성화되어 있는 동안 [Flask|플라스크]로 얻는 생명력과 마나 회복 {0}% 감소"
"{0}% increased Life and Mana Recovery from [Flask|Flasks]","[Flask|플라스크]로 얻는 생명력과 마나 회복 {0}% 증가"
"{0}% reduced Life and Mana Recovery from [Flask|Flasks]","[Flask|플라스크]로 얻는 생명력과 마나 회복 {0}% 감소"
"{0}% increased Life Recovery from [Flask|Flasks] while affected by Vitality","활력의 영향을 받는 동안 플라스크로 회복하는 생명력 {0}% 증가"
"{0}% reduced Life Recovery from [Flask|Flasks] while affected by Vitality","활력의 영향을 받는 동안 플라스크로 회복하는 생명력 {0}% 감소"
"{0}% of [Flask|Flask] Recovery applied Instantly","[Flask|플라스크] 회복량의 {0}%를 즉시 회복"
"Life and Mana Recovery from [Flask|Flasks] are instant","마나 및 생명력이 플라스크로 즉시 회복"
"Non-Unique Utility [Flask|Flasks] you Use apply to Linked Targets","플레이어가 사용하는 비-고유 특수 플라스크가 연결된 대상에게 적용"
"[Flask|Flasks] gain {0} Charges when you hit a Non-Unique Enemy, no more than once per second","비-고유 적 명중 시 생명력 플라스크 {0} 충전, 1초마다 최대 1번 충전"
"[Flask|Flasks] gain {0} Charges every {1} seconds while they are inactive","플라스크가 비활성화된 동안 {1}초마다 플라스크 {0} 충전"
"Enemies regain {0}% of [Concentration] every second if they haven't lost [Concentration] in the past {1} seconds","적이 최근 {1}초 이내 [Concentration|집중]을 상실하지 않은 경우 1초마다 [Concentration|집중]의 {0}%를 다시 획득함"
"Forbidden Rite fires an additional [Projectile|Projectile]","금단의 의식이 [Projectile|투사체] 1개 추가 발사"
"Forbidden Rite fires {0} additional [Projectile|Projectiles]","금단의 의식이 [Projectile|투사체] {0}개 추가 발사"
"{0}% increased Forbidden Rite [Projectile|Projectile] Speed","금단의 의식 [Projectile|투사체] 속도 {0}% 증가"
"{0}% reduced Forbidden Rite [Projectile|Projectile] Speed","금단의 의식 [Projectile|투사체] 속도 {0}% 감소"
"{0}% increased Fortification Duration per {1} [Strength]","힘 {1}당 방어 상승 지속시간 {0}% 증가"
"{0}% reduced Fortification Duration per {1} [Strength]","힘 {1}당 방어 상승 지속시간 {0}% 감소"
"[Freeze] as though dealing [Cold] damage equal to {0}% of your maximum Mana when [HitDamage|Hit]","명중당하면 최대 마나의 {0}%와 동일한 냉기 피해를 준 것처럼 동결 유발"
"{0}% increased Duration of [Freeze|Freezes] you inflict on [Curse|Cursed] Enemies","저주받은 적에게 유발하는 동결 지속시간 {0}% 증가"
"{0}% reduced Duration of [Freeze|Freezes] you inflict on [Curse|Cursed] Enemies","저주받은 적에게 유발하는 동결 지속시간 {0}% 감소"
"[Freeze|Freezing] an Enemy [Chill|Chills] Enemies in {0} metre radius","적 [Freeze|동결] 시 {0}미터 반경 내 적들을 [Chill|냉각]시킴"
"[DamageTypes|All Damage] from Freezing Pulse and Eye of Winter [HitDamage|Hits] [Contributes|Contributes] to [Poison] Magnitude","동결 파동 및 겨울의 눈 [HitDamage|명중]의 [DamageTypes|모든 피해]가 [Poison|중독] 강도에 [Contributes|반영]"
"{0}% increased Freezing Pulse Damage if you've Shattered an Enemy [Recently]","최근 4초 이내 적을 산산이 조각내면 동결 파동 피해 {0}% 증가"
"{0}% reduced Freezing Pulse Damage if you've Shattered an Enemy [Recently]","최근 4초 이내 적을 산산이 조각내면 동결 파동 피해 {0}% 감소"
"Freezing Pulse fires an additional [Projectile|Projectile]","동결 파동이 [Projectile|투사체] 1개 추가 발사"
"Freezing Pulse fires {0} additional [Projectile|Projectiles]","동결 파동이 [Projectile|투사체] {0}개 추가 발사"
"{0} seconds to Duration of Frenzy and Power Charges on [CullingStrike|Culling Strike]","[CullingStrike|마무리 타격] 시 격분 및 권능 충전의 지속시간 {0}초"
"{0}% chance to gain a Frenzy Charge on Hitting an Enemy with no [Evasion] Rating","회피가 없는 적 명중 시 {0}%의 확률로 격분 충전 획득"
"Frost Blades [Melee] Damage Penetrates {0}% Cold Resistance","서리 칼날의 근접 피해가 {0}%의 냉기 저항 관통"
"Frostbolt fires {0} additional [Projectile|Projectiles]","서리 구체가 [Projectile|투사체] {0}개 추가 발사"
"Frostbolt [Projectile|Projectiles] gain {0}% increased [Projectile|Projectile] Speed per second","서리 구체 [Projectile|투사체]의 [Projectile|투사체] 속도 1초마다 {0}% 증가"
"Frostbolt [Projectile|Projectiles] gain {0}% reduced [Projectile|Projectile] Speed per second","서리 구체 [Projectile|투사체]의 [Projectile|투사체] 속도 1초마다 {0}% 감소"
"You count as on Full Mana while at {0}% of maximum Mana or above","마나 최대치의 {0}% 이상일 때 최대 마나 상태로 간주"
"[Gain] {0}% of Damage as Extra [Chaos] Damage per {1} [Reservation|Unreserved] Darkness","[Reservation|점유되지 않은] 어둠 {1}당 피해의 {0}%를 추가 [Chaos|카오스] 피해로 [Gain|획득]"
"Gain [EnergyShield|Energy Shield] from equipped Body Armour as extra maximum Life","장착한 갑옷으로 얻는 [EnergyShield|에너지 보호막]을 추가 최대 생명력으로 획득"
"Gain {0}% of [EnergyShield|Energy Shield] from equipped Body Armour as extra maximum Life","장착한 갑옷으로 얻는 [EnergyShield|에너지 보호막]의 {0}%를 추가 최대 생명력으로 획득"
"Gain {0}% of Maximum [EnergyShield|Energy Shield] as additional [FreezeThreshold|Freeze Threshold]","최대 [EnergyShield|에너지 보호막]의 {0}%를 추가 [FreezeThreshold|동결 한계치]로 획득"
"{0}% increased [Armour] per {1} Reserved Mana","점유된 마나 {1}당 방어도 {0}% 증가"
"Gain {0} Fortification on [Melee] Kill against a Rare or Unique Enemy","희귀 또는 고유 적 근접 처치 시 방어 상승 {0} 획득"
"Gain {0} [Rage|Rage] on [HitDamage|Hit] per Enemy [Power|Power]","[HitDamage|명중] 시 적의 [Power|위세] 하나당 [Rage|격노] {0} 획득"
"Gain {0} random [Charges|Charge] on reaching Maximum [Rage|Rage]","최대 [Rage|격노] 도달 시 무작위 [Charges|충전] {0} 획득"
"Gain {0} random [Charges|Charges] on reaching Maximum [Rage|Rage]","최대 [Rage|격노] 도달 시 무작위 [Charges|충전] {0} 획득"
"Gain Accuracy Rating equal to twice your [Strength]","힘의 2배와 동일한 정확도 획득"
"Gain Accuracy Rating equal to your [Intelligence]","지능과 동일한 정확도 획득"
"Gain [Accuracy] Rating equal to your [Strength]","힘과 동일한 정확도 획득"
"Gain Adrenaline for {0} seconds when you reach [LowLife|Low Life]","[LowLife|낮은 생명력] 상태가 되면{0}초 동안 아드레날린 획득"
"{0}% chance to gain Alchemist's Genius when you use a [Flask]","플라스크 사용 시 {0}%의 확률로 연금술사의 천재성 획득"
"Gain Alchemist's Genius when you use a [Flask]","플라스크 사용 시 연금술사의 천재성 획득"
"Kills grant an additional Vaal Soul if you have Rampaged [Recently]","최근 4초 이내 광란을 보유했던 경우, 처치 시 바알 영혼 1개 추가 획득"
"Gain [ArcaneSurgeDuration|Arcane Surge] after Channelling for {0} second","{0}초 동안 집중 유지 후 [ArcaneSurgeDuration|비전 쇄도] 획득"
"Gain [ArcaneSurgeDuration|Arcane Surge] for {0} seconds when you create Consecrated Ground while affected by Zealotry","열광의 영향을 받는 동안 신성화 지대를 생성하면 {0}초 동안 [ArcaneSurgeDuration|비전 쇄도] 획득"
"{0}% chance to Gain [ArcaneSurgeDuration|Arcane Surge] when you deal a [Critical|Critical Hit]","[Critical|치명타 명중] 시 {0}%의 확률로 [ArcaneSurgeDuration|비전 쇄도] 획득"
"Gain [ArcaneSurgeDuration|Arcane Surge] when you deal a [Critical|Critical Hit]","[Critical|치명타 명중] 시 [ArcaneSurgeDuration|비전 쇄도] 획득"
"Gain [ArcaneSurgeDuration|Arcane Surge] on Hit with Spells if you have at least {0} Devotion","헌신이 {0} 이상인 경우 주문 명중 시 [ArcaneSurgeDuration|비전 쇄도] 획득"
"{0}% chance to Gain [ArcaneSurgeDuration|Arcane Surge] on Hit with Spells while at maximum Power Charges","권능 충전 최대치 상태에서 주문 명중 시 {0}%의 확률로 [ArcaneSurgeDuration|비전 쇄도] 획득"
